gender,senior_citizen,partner,dependents,tenure_months,contract,internet_service,online_security,tech_support,payment_method,support_calls,late_payments,monthly_charges,total_charges,churn
Male,0,Yes,Yes,27,One year,Fiber optic,No,No,Electronic check,2,1,91.9,2448.14,1
Male,0,No,No,21,Month-to-month,DSL,Yes,No,Credit card,4,0,65.26,1372.05,0
Male,0,Yes,No,6,Month-to-month,Fiber optic,Yes,No,Mailed check,1,0,75.16,359.51,1
Male,0,Yes,No,42,Two year,DSL,No,No,Electronic check,0,3,51.5,2135.66,0
Female,1,Yes,Yes,6,Month-to-month,Fiber optic,Yes,No,Credit card,2,1,80.86,486.54,1
Male,0,No,Yes,54,Two year,Fiber optic,Yes,Yes,Mailed check,1,0,89.38,4835.78,0
Male,0,No,No,4,One year,Fiber optic,No,No,Credit card,0,0,68.56,294.52,0
Female,0,No,No,6,Month-to-month,No,No internet service,No internet service,Credit card,4,0,18.0,61.61,0
Female,0,Yes,No,13,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,3,0,81.69,995.68,1
Male,0,Yes,Yes,19,One year,Fiber optic,No,No,Credit card,2,0,64.7,1200.54,0
Male,0,Yes,No,16,Month-to-month,DSL,Yes,Yes,Credit card,0,0,63.68,1029.85,0
Male,0,No,No,18,Two year,No,No internet service,No internet service,Electronic check,0,3,18.48,314.54,0
Male,0,Yes,No,32,Month-to-month,DSL,Yes,Yes,Electronic check,3,0,69.33,2150.88,0
Male,0,No,Yes,13,Month-to-month,No,No internet service,No internet service,Credit card,2,1,40.7,661.32,0
Male,0,No,No,32,One year,DSL,No,Yes,Bank transfer,1,0,65.28,2040.87,0
Male,0,No,Yes,2,Month-to-month,DSL,Yes,No,Mailed check,3,0,55.92,31.6,1
Female,0,No,No,12,One year,DSL,No,Yes,Credit card,0,0,69.59,792.79,0
Female,1,Yes,Yes,5,One year,Fiber optic,Yes,Yes,Bank transfer,0,0,92.02,511.9,0
Female,0,No,No,54,Two year,No,No internet service,No internet service,Mailed check,0,0,30.3,1670.37,0
Female,1,Yes,Yes,14,Two year,Fiber optic,Yes,Yes,Electronic check,1,0,79.88,1225.37,0
Female,0,No,No,40,One year,Fiber optic,No,Yes,Credit card,1,0,76.3,2991.3,0
Male,0,No,No,4,Month-to-month,DSL,No,Yes,Credit card,1,0,62.14,230.42,0
Male,0,No,Yes,68,Two year,No,No internet service,No internet service,Credit card,0,2,41.71,2897.06,0
Male,0,Yes,Yes,28,Month-to-month,Fiber optic,Yes,Yes,Credit card,1,0,95.96,2623.91,1
Male,0,No,No,26,Month-to-month,No,No internet service,No internet service,Electronic check,0,2,29.2,828.77,0
Male,0,No,No,6,Month-to-month,Fiber optic,No,No,Mailed check,0,2,70.75,426.58,0
Male,1,No,No,11,One year,Fiber optic,Yes,Yes,Electronic check,0,1,90.56,948.25,1
Female,1,No,No,22,One year,DSL,No,Yes,Electronic check,0,1,61.74,1255.32,1
Female,0,No,Yes,11,Month-to-month,Fiber optic,No,No,Credit card,2,0,81.72,930.26,0
Female,0,Yes,No,50,Month-to-month,No,No internet service,No internet service,Electronic check,0,0,18.0,988.58,0
Female,0,Yes,Yes,27,Month-to-month,Fiber optic,No,Yes,Mailed check,1,0,77.74,2119.38,1
Female,0,Yes,No,12,Month-to-month,No,No internet service,No internet service,Credit card,0,0,30.54,390.27,0
Male,0,No,No,45,Month-to-month,No,No internet service,No internet service,Credit card,1,0,35.87,1629.97,0
Male,0,No,No,20,One year,DSL,No,Yes,Electronic check,2,1,73.09,1517.14,0
Male,0,Yes,Yes,44,Two year,Fiber optic,No,Yes,Electronic check,0,2,65.81,2969.23,0
Male,0,Yes,Yes,17,One year,Fiber optic,Yes,No,Mailed check,1,0,70.74,1029.51,1
Male,0,No,No,38,Two year,DSL,No,No,Bank transfer,1,1,48.93,1840.14,0
Male,1,No,No,19,Two year,Fiber optic,No,Yes,Credit card,1,1,67.57,1246.73,1
Male,0,No,No,50,Two year,DSL,No,No,Mailed check,0,0,62.82,3152.32,0
Male,0,Yes,No,4,Month-to-month,Fiber optic,No,No,Electronic check,0,1,70.48,258.13,1
Female,0,No,Yes,9,One year,Fiber optic,No,No,Bank transfer,2,0,78.88,736.63,0
Female,0,Yes,No,23,One year,No,No internet service,No internet service,Mailed check,1,1,23.08,550.87,0
Female,0,Yes,No,15,Month-to-month,Fiber optic,Yes,No,Credit card,1,0,79.76,1081.44,1
Female,0,No,No,19,Month-to-month,Fiber optic,No,No,Electronic check,2,0,58.58,982.43,1
Female,1,Yes,No,41,One year,DSL,No,No,Mailed check,1,1,41.02,1727.2,0
Male,0,No,Yes,18,Two year,Fiber optic,No,No,Mailed check,0,0,61.17,1051.2,1
Male,0,Yes,No,33,One year,Fiber optic,Yes,No,Bank transfer,1,1,62.79,2175.19,0
Female,0,Yes,No,12,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,2,92.7,1163.54,1
Male,1,No,No,3,Month-to-month,No,No internet service,No internet service,Mailed check,3,1,24.38,0.0,1
Female,0,Yes,No,44,Two year,Fiber optic,No,Yes,Bank transfer,0,2,85.95,3733.96,0
Female,0,Yes,No,72,Two year,DSL,No,No,Electronic check,1,0,48.56,3510.7,0
Female,1,Yes,No,31,One year,DSL,Yes,No,Electronic check,0,1,65.5,2003.73,0
Male,0,Yes,No,24,Month-to-month,Fiber optic,No,No,Electronic check,2,0,77.12,1840.49,1
Male,0,No,Yes,28,Month-to-month,DSL,Yes,No,Electronic check,4,2,55.51,1487.8,0
Female,0,Yes,No,62,Two year,DSL,No,No,Mailed check,2,0,51.08,3187.69,0
Female,0,No,No,31,Month-to-month,DSL,No,No,Electronic check,1,3,52.31,1622.79,1
Female,1,No,No,45,Two year,Fiber optic,No,Yes,Electronic check,2,0,86.41,3933.79,0
Male,0,No,No,44,Month-to-month,Fiber optic,No,Yes,Credit card,1,2,77.23,3395.22,1
Male,0,No,Yes,53,Two year,Fiber optic,Yes,Yes,Mailed check,2,0,87.35,4591.83,0
Female,0,No,No,24,Month-to-month,Fiber optic,No,Yes,Credit card,1,0,65.68,1584.54,0
Male,0,No,No,17,One year,Fiber optic,No,No,Bank transfer,0,0,62.44,1083.25,1
Female,0,Yes,No,38,One year,Fiber optic,No,No,Electronic check,1,1,63.61,2417.3,0
Male,1,No,No,51,Two year,No,No internet service,No internet service,Mailed check,1,1,28.62,1533.31,0
Male,0,Yes,No,57,Two year,Fiber optic,No,Yes,Bank transfer,1,0,71.85,4030.31,0
Male,1,No,No,67,Month-to-month,No,No internet service,No internet service,Electronic check,1,0,25.39,1755.65,0
Female,0,No,No,48,Month-to-month,Fiber optic,Yes,Yes,Electronic check,5,0,83.17,3919.0,1
Female,0,Yes,No,16,Month-to-month,Fiber optic,No,No,Electronic check,0,1,69.5,1151.18,1
Male,0,Yes,No,30,One year,Fiber optic,Yes,No,Electronic check,1,0,83.42,2379.3,0
Male,0,Yes,No,29,One year,DSL,Yes,No,Electronic check,0,1,57.79,1657.97,0
Male,0,Yes,No,26,Month-to-month,No,No internet service,No internet service,Electronic check,0,1,22.48,641.7,1
Female,0,No,No,38,Two year,Fiber optic,No,No,Bank transfer,1,2,72.7,2737.73,0
Female,0,Yes,Yes,22,Month-to-month,DSL,No,No,Electronic check,2,4,62.4,1366.56,1
Female,0,No,No,22,Month-to-month,Fiber optic,No,Yes,Credit card,0,0,77.89,1729.38,1
Male,0,No,No,72,One year,Fiber optic,Yes,No,Electronic check,1,1,66.21,4626.88,0
Female,0,Yes,No,25,One year,DSL,No,No,Bank transfer,0,0,38.48,978.92,0
Male,0,Yes,No,53,Month-to-month,DSL,Yes,Yes,Credit card,3,0,61.76,3215.03,0
Female,0,Yes,No,55,Two year,No,No internet service,No internet service,Mailed check,0,0,18.0,1045.35,0
Female,0,No,No,31,One year,DSL,Yes,No,Electronic check,1,0,36.86,1135.2,0
Male,0,Yes,Yes,23,One year,DSL,No,No,Electronic check,0,0,46.66,1087.78,0
Female,0,Yes,Yes,13,Month-to-month,DSL,Yes,No,Electronic check,1,0,59.05,694.36,0
Male,1,No,No,6,One year,Fiber optic,Yes,Yes,Electronic check,1,1,95.07,616.18,1
Male,0,No,No,40,Two year,Fiber optic,No,No,Bank transfer,0,0,68.86,2750.22,0
Female,0,Yes,Yes,35,One year,Fiber optic,No,No,Bank transfer,0,1,71.48,2408.68,0
Female,1,No,Yes,44,Month-to-month,No,No internet service,No internet service,Mailed check,1,1,28.13,1204.25,1
Male,0,No,Yes,18,Month-to-month,DSL,Yes,Yes,Credit card,0,0,64.66,1201.11,1
Male,0,No,Yes,72,One year,DSL,Yes,No,Credit card,0,0,50.66,3652.49,0
Female,0,Yes,No,37,Month-to-month,DSL,No,No,Electronic check,0,1,66.37,2495.14,0
Female,0,No,No,24,One year,Fiber optic,No,No,Bank transfer,1,0,61.09,1441.17,0
Female,0,Yes,No,3,Month-to-month,DSL,No,Yes,Electronic check,3,0,60.33,250.42,1
Female,0,Yes,No,20,One year,Fiber optic,No,Yes,Bank transfer,0,0,70.76,1496.53,1
Female,0,Yes,Yes,46,One year,Fiber optic,Yes,Yes,Bank transfer,0,0,84.9,3796.92,0
Male,1,No,No,66,Two year,DSL,No,No,Mailed check,0,0,52.28,3482.57,0
Male,0,No,No,27,Two year,No,No internet service,No internet service,Mailed check,0,0,22.38,691.81,0
Male,0,No,Yes,72,One year,No,No internet service,No internet service,Bank transfer,0,0,18.0,1321.45,0
Female,0,No,Yes,12,Month-to-month,Fiber optic,Yes,No,Electronic check,1,3,73.22,872.89,1
Female,0,Yes,No,35,One year,No,No internet service,No internet service,Bank transfer,1,0,32.99,1071.88,0
Male,0,Yes,Yes,36,One year,Fiber optic,Yes,No,Credit card,0,1,63.98,2281.4,0
Male,1,No,Yes,40,Two year,DSL,No,Yes,Mailed check,2,0,70.05,2768.18,1
Male,0,Yes,No,30,Two year,Fiber optic,Yes,Yes,Electronic check,1,0,84.76,2592.39,1
Female,0,Yes,No,34,One year,DSL,No,No,Bank transfer,2,2,54.72,1917.0,0
Male,1,No,Yes,12,Two year,Fiber optic,Yes,No,Bank transfer,1,0,67.57,797.62,1
Male,0,Yes,No,62,One year,Fiber optic,Yes,Yes,Mailed check,0,0,82.81,5074.0,0
Male,0,Yes,Yes,49,Month-to-month,Fiber optic,No,No,Electronic check,3,0,63.67,2988.9,0
Male,0,No,No,33,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,2,1,86.36,2881.95,0
Male,0,No,No,50,One year,Fiber optic,Yes,No,Electronic check,2,0,67.27,3390.47,1
Male,0,No,No,63,Month-to-month,No,No internet service,No internet service,Mailed check,3,2,19.04,1070.98,0
Female,0,Yes,No,40,Month-to-month,DSL,No,Yes,Mailed check,0,0,73.54,2969.58,0
Male,0,No,No,72,Two year,DSL,No,Yes,Credit card,1,0,62.18,4526.06,0
Female,0,No,No,42,Month-to-month,DSL,No,No,Credit card,2,1,52.04,2017.31,1
Female,0,Yes,No,13,Month-to-month,No,No internet service,No internet service,Credit card,1,0,26.91,286.1,0
Female,1,No,No,32,Month-to-month,Fiber optic,No,Yes,Credit card,1,2,88.67,2983.48,1
Male,1,No,No,51,Month-to-month,DSL,Yes,No,Electronic check,1,2,54.99,2805.85,0
Female,0,No,No,63,Month-to-month,Fiber optic,No,No,Bank transfer,3,1,76.49,4953.64,0
Male,1,Yes,Yes,30,Month-to-month,Fiber optic,Yes,No,Bank transfer,1,1,57.12,1725.19,1
Male,0,No,No,12,Month-to-month,DSL,No,No,Credit card,1,0,48.04,640.97,1
Female,0,Yes,Yes,23,One year,No,No internet service,No internet service,Credit card,1,2,21.53,475.32,0
Male,0,Yes,No,8,Month-to-month,Fiber optic,No,Yes,Electronic check,2,0,72.81,540.99,1
Male,0,Yes,No,45,Two year,DSL,Yes,Yes,Electronic check,0,2,69.91,3048.76,1
Male,0,Yes,No,19,One year,No,No internet service,No internet service,Credit card,2,0,22.92,466.67,0
Male,0,Yes,Yes,15,One year,DSL,Yes,Yes,Electronic check,0,1,62.71,888.52,1
Male,0,No,No,48,Two year,DSL,Yes,No,Electronic check,1,0,49.73,2328.42,0
Female,0,No,No,72,One year,Fiber optic,Yes,No,Credit card,0,1,72.85,5150.62,0
Male,0,Yes,No,15,Month-to-month,DSL,No,Yes,Credit card,0,1,40.94,615.28,0
Female,0,No,No,30,Month-to-month,Fiber optic,Yes,No,Electronic check,1,1,73.48,2249.37,0
Male,1,No,Yes,23,Month-to-month,DSL,No,No,Electronic check,0,0,37.68,851.71,0
Male,1,Yes,No,65,Two year,DSL,Yes,No,Mailed check,0,0,68.36,4423.26,0
Female,0,No,No,25,One year,No,No internet service,No internet service,Electronic check,2,1,29.87,838.02,1
Female,0,No,Yes,11,Month-to-month,DSL,Yes,Yes,Electronic check,1,1,71.3,687.0,1
Female,0,No,No,26,Month-to-month,Fiber optic,No,No,Electronic check,1,1,58.43,1627.37,1
Male,0,No,No,57,Two year,DSL,No,Yes,Credit card,3,0,63.7,3549.57,0
Female,0,No,No,22,Month-to-month,No,No internet service,No internet service,Mailed check,1,0,18.66,403.08,1
Female,0,No,No,16,Month-to-month,DSL,Yes,Yes,Electronic check,3,1,66.21,1081.27,0
Female,1,Yes,Yes,24,Two year,DSL,No,No,Bank transfer,2,0,47.51,1198.84,0
Female,0,Yes,No,12,One year,No,No internet service,No internet service,Electronic check,0,0,18.0,119.89,0
Male,0,No,No,23,Month-to-month,DSL,No,Yes,Credit card,0,0,48.7,1129.9,1
Female,0,Yes,No,17,Month-to-month,No,No internet service,No internet service,Electronic check,0,1,29.27,460.57,0
Female,0,Yes,No,72,Two year,Fiber optic,Yes,No,Electronic check,0,0,81.02,5892.99,0
Male,0,Yes,No,4,Month-to-month,Fiber optic,No,Yes,Mailed check,0,0,66.02,226.32,0
Female,0,No,No,13,Two year,DSL,Yes,Yes,Electronic check,0,0,73.09,833.79,0
Female,0,No,No,16,One year,No,No internet service,No internet service,Electronic check,0,2,20.95,357.06,0
Female,1,Yes,No,12,One year,DSL,Yes,Yes,Credit card,1,0,53.74,642.92,0
Male,0,Yes,No,36,One year,DSL,No,Yes,Credit card,1,0,52.61,2000.4,0
Male,0,Yes,No,15,Two year,Fiber optic,No,No,Credit card,0,0,58.16,930.05,0
Female,1,Yes,No,7,Month-to-month,DSL,Yes,No,Bank transfer,3,0,50.2,298.62,0
Male,0,No,No,28,Month-to-month,DSL,No,No,Electronic check,4,0,45.17,1323.07,0
Female,0,Yes,No,21,One year,Fiber optic,Yes,No,Credit card,0,0,80.13,1688.5,1
Male,0,No,No,15,Month-to-month,DSL,Yes,Yes,Bank transfer,1,0,70.5,1100.24,0
Female,0,Yes,No,64,Two year,DSL,Yes,No,Mailed check,0,0,64.5,4082.48,0
Female,0,Yes,No,37,One year,Fiber optic,No,Yes,Bank transfer,1,0,83.29,3058.95,0
Male,0,No,No,34,Month-to-month,Fiber optic,No,No,Bank transfer,0,1,53.77,1867.17,0
Female,0,Yes,Yes,37,Month-to-month,Fiber optic,No,No,Bank transfer,3,0,57.44,2169.06,1
Female,0,Yes,Yes,36,Two year,Fiber optic,No,Yes,Credit card,2,1,85.78,2961.63,1
Female,0,Yes,No,22,Month-to-month,DSL,Yes,No,Credit card,0,0,52.27,1184.66,1
Female,0,No,Yes,15,Month-to-month,Fiber optic,Yes,No,Credit card,2,1,74.89,1072.66,0
Male,1,Yes,No,29,Month-to-month,DSL,No,No,Credit card,1,0,54.06,1581.81,0
Male,0,No,Yes,22,Month-to-month,DSL,No,No,Bank transfer,2,0,59.32,1205.79,1
Female,0,No,Yes,4,Month-to-month,DSL,No,No,Electronic check,2,1,52.76,264.03,0
Female,0,No,No,11,Two year,Fiber optic,Yes,Yes,Bank transfer,2,0,77.12,888.86,0
Male,0,No,No,20,One year,DSL,No,Yes,Bank transfer,1,0,47.24,895.28,0
Female,0,No,No,49,One year,Fiber optic,No,No,Electronic check,0,0,60.44,2985.67,0
Male,0,No,No,29,Month-to-month,DSL,No,Yes,Bank transfer,2,0,66.8,1934.99,1
Female,0,Yes,Yes,13,Two year,DSL,No,No,Mailed check,1,1,55.88,762.73,0
Male,0,No,Yes,10,Two year,DSL,Yes,Yes,Mailed check,2,0,64.37,560.67,1
Male,0,No,No,56,Two year,Fiber optic,No,No,Bank transfer,2,0,57.6,3152.85,0
Male,0,Yes,No,23,Month-to-month,Fiber optic,No,Yes,Credit card,1,0,84.14,1891.31,0
Female,0,No,No,1,Month-to-month,Fiber optic,Yes,Yes,Electronic check,2,2,85.51,82.43,1
Female,0,Yes,No,24,Month-to-month,No,No internet service,No internet service,Credit card,1,0,18.0,529.91,0
Male,1,No,No,42,Month-to-month,DSL,No,No,Electronic check,2,0,48.57,2050.28,0
Female,0,Yes,No,10,Month-to-month,DSL,No,No,Bank transfer,3,0,53.06,587.32,1
Female,0,Yes,Yes,27,Two year,No,No internet service,No internet service,Credit card,1,0,20.44,499.3,0
Female,0,Yes,Yes,29,Month-to-month,Fiber optic,No,No,Credit card,2,1,60.71,1726.25,1
Female,0,Yes,Yes,10,Month-to-month,DSL,No,Yes,Electronic check,0,0,58.51,544.55,0
Female,0,Yes,No,59,Two year,DSL,No,No,Credit card,0,1,51.02,2998.28,0
Female,0,Yes,No,30,Two year,Fiber optic,Yes,Yes,Credit card,2,0,68.85,2105.5,0
Female,0,No,Yes,20,Month-to-month,DSL,Yes,Yes,Electronic check,6,0,63.42,1248.26,0
Female,0,Yes,Yes,23,Month-to-month,Fiber optic,Yes,No,Mailed check,2,0,69.26,1574.81,1
Male,0,No,Yes,9,One year,DSL,No,Yes,Credit card,0,0,60.81,582.14,1
Male,0,No,No,8,Two year,No,No internet service,No internet service,Electronic check,0,1,18.0,113.6,0
Male,1,Yes,No,18,One year,Fiber optic,No,No,Bank transfer,1,1,58.81,1012.12,1
Male,1,Yes,No,19,Month-to-month,Fiber optic,No,No,Mailed check,1,1,50.25,934.62,1
Male,0,Yes,No,22,One year,DSL,No,No,Mailed check,1,0,52.32,1260.54,0
Female,0,Yes,Yes,63,Two year,Fiber optic,No,Yes,Mailed check,1,0,65.01,4148.47,0
Male,0,No,No,41,Month-to-month,No,No internet service,No internet service,Electronic check,0,0,18.0,851.86,0
Female,0,No,No,5,Month-to-month,DSL,No,Yes,Electronic check,3,0,56.27,203.21,0
Female,0,No,Yes,55,Two year,Fiber optic,No,No,Credit card,1,0,67.73,3748.55,0
Female,0,Yes,No,18,One year,DSL,No,No,Bank transfer,0,0,54.1,951.45,0
Female,0,No,No,43,Month-to-month,Fiber optic,Yes,Yes,Mailed check,2,1,89.9,3846.95,1
Female,0,Yes,Yes,19,One year,Fiber optic,Yes,No,Bank transfer,0,0,85.04,1523.32,0
Male,0,No,No,28,One year,Fiber optic,No,Yes,Electronic check,1,0,89.92,2595.77,1
Female,1,No,No,9,Month-to-month,Fiber optic,No,No,Electronic check,1,0,77.34,598.73,1
Female,0,Yes,No,33,Month-to-month,DSL,Yes,Yes,Bank transfer,2,0,66.66,2253.15,1
Female,0,No,No,47,Month-to-month,No,No internet service,No internet service,Electronic check,0,1,25.74,1186.13,0
Female,0,No,Yes,6,Two year,Fiber optic,Yes,No,Electronic check,0,0,80.93,430.91,1
Male,0,No,No,47,Month-to-month,DSL,Yes,Yes,Bank transfer,0,0,47.83,2190.69,0
Female,0,Yes,Yes,15,One year,No,No internet service,No internet service,Credit card,1,0,22.76,344.41,0
Female,0,No,Yes,72,One year,DSL,Yes,No,Electronic check,1,0,41.38,2957.38,0
Male,0,Yes,Yes,44,Two year,DSL,No,No,Mailed check,1,2,43.12,1897.55,0
Female,0,Yes,No,39,Two year,No,No internet service,No internet service,Bank transfer,2,0,18.0,582.86,0
Female,0,No,No,23,Two year,DSL,No,Yes,Credit card,2,1,60.11,1258.64,0
Male,1,Yes,No,72,Two year,DSL,Yes,Yes,Electronic check,1,0,68.81,4845.08,0
Female,0,Yes,No,18,Month-to-month,DSL,Yes,No,Credit card,0,1,65.73,1231.28,0
Male,0,No,No,11,Month-to-month,No,No internet service,No internet service,Credit card,0,0,18.0,284.89,0
Male,0,Yes,No,15,Month-to-month,DSL,No,No,Electronic check,1,1,43.74,640.28,0
Male,0,No,No,52,One year,Fiber optic,No,No,Electronic check,0,0,77.66,4082.96,0
Female,0,No,Yes,28,Month-to-month,DSL,No,No,Bank transfer,1,0,44.9,1278.0,0
Male,0,Yes,Yes,25,Month-to-month,DSL,Yes,No,Electronic check,1,1,50.25,1326.38,1
Female,0,No,No,18,Month-to-month,DSL,Yes,No,Electronic check,0,0,61.7,1182.91,1
Female,1,No,No,24,One year,No,No internet service,No internet service,Credit card,1,0,28.15,601.43,0
Male,0,No,Yes,17,Month-to-month,Fiber optic,No,No,Bank transfer,5,0,76.66,1314.78,0
Female,0,No,No,41,Month-to-month,No,No internet service,No internet service,Bank transfer,0,0,27.86,1193.66,0
Male,0,No,No,22,One year,Fiber optic,No,No,Bank transfer,0,1,65.85,1500.34,0
Female,0,No,No,16,Month-to-month,DSL,No,Yes,Mailed check,2,1,67.99,1133.85,0
Female,0,Yes,Yes,49,Two year,DSL,Yes,No,Bank transfer,1,2,63.07,3088.46,0
Male,0,Yes,Yes,11,One year,Fiber optic,No,No,Credit card,1,0,68.86,798.05,0
Female,0,No,No,28,One year,DSL,No,No,Credit card,0,0,56.09,1485.28,0
Female,0,No,No,4,Month-to-month,Fiber optic,No,Yes,Mailed check,2,0,76.89,225.27,1
Male,0,No,No,8,Month-to-month,DSL,Yes,No,Credit card,2,0,48.58,479.15,0
Male,1,Yes,Yes,20,One year,Fiber optic,Yes,No,Bank transfer,0,1,76.89,1603.1,0
Female,0,No,Yes,17,Month-to-month,DSL,No,No,Mailed check,1,2,64.41,1189.93,0
Female,0,Yes,No,17,One year,Fiber optic,Yes,Yes,Electronic check,0,0,92.33,1560.38,1
Female,0,Yes,Yes,44,Two year,No,No internet service,No internet service,Mailed check,0,1,27.33,1143.86,0
Female,0,No,No,46,Month-to-month,DSL,No,No,Mailed check,1,0,41.83,1912.96,0
Male,1,Yes,No,32,One year,DSL,No,No,Electronic check,3,2,39.54,1381.56,0
Male,1,No,No,11,Month-to-month,DSL,Yes,Yes,Electronic check,3,2,62.04,632.13,1
Female,1,Yes,Yes,24,Month-to-month,DSL,No,No,Electronic check,0,0,44.14,1048.95,1
Male,1,No,No,72,One year,Fiber optic,No,Yes,Electronic check,0,0,77.14,5627.14,0
Female,0,No,No,72,Two year,No,No internet service,No internet service,Bank transfer,1,0,25.21,1819.95,0
Female,0,Yes,No,50,Two year,No,No internet service,No internet service,Bank transfer,0,0,18.0,876.73,0
Male,0,No,No,11,Month-to-month,Fiber optic,No,Yes,Bank transfer,2,0,70.3,818.63,1
Female,0,No,No,24,One year,Fiber optic,Yes,Yes,Bank transfer,1,0,81.16,1919.22,0
Female,0,Yes,Yes,31,Month-to-month,DSL,Yes,No,Mailed check,1,0,59.49,1872.83,0
Female,0,No,No,28,Month-to-month,No,No internet service,No internet service,Credit card,1,0,27.79,633.27,1
Female,0,No,No,53,One year,Fiber optic,No,Yes,Bank transfer,0,0,68.73,3537.61,0
Female,0,Yes,No,43,Two year,DSL,No,No,Bank transfer,3,0,39.2,1671.58,0
Male,0,No,No,11,One year,No,No internet service,No internet service,Bank transfer,0,0,18.0,278.05,0
Male,1,Yes,No,16,Two year,Fiber optic,No,No,Electronic check,0,1,75.37,1196.09,1
Female,0,Yes,Yes,50,Month-to-month,DSL,No,No,Bank transfer,1,0,45.21,2257.37,0
Male,0,Yes,Yes,64,One year,Fiber optic,No,No,Credit card,0,0,69.85,4485.39,0
Female,0,No,No,31,Month-to-month,DSL,No,No,Electronic check,0,2,52.34,1597.84,0
Female,0,No,No,69,Two year,DSL,No,No,Electronic check,1,0,58.82,3962.03,0
Male,0,Yes,Yes,29,Month-to-month,DSL,No,Yes,Mailed check,0,0,47.24,1411.28,1
Female,0,Yes,No,13,Month-to-month,Fiber optic,Yes,No,Mailed check,1,1,85.7,1130.05,1
Male,0,Yes,No,40,Two year,DSL,No,No,Credit card,1,0,53.62,2165.36,0
Female,0,No,No,72,One year,DSL,No,Yes,Bank transfer,0,0,70.34,4997.61,0
Male,0,Yes,Yes,9,One year,Fiber optic,Yes,Yes,Electronic check,1,0,95.24,948.75,0
Female,0,Yes,Yes,68,Two year,DSL,Yes,No,Mailed check,0,1,56.88,3842.07,0
Female,0,Yes,No,39,One year,Fiber optic,Yes,Yes,Bank transfer,2,0,78.01,3128.22,0
Male,0,Yes,No,15,Month-to-month,Fiber optic,Yes,No,Bank transfer,1,0,81.29,1092.77,0
Female,0,No,Yes,4,Two year,DSL,No,Yes,Bank transfer,1,1,48.04,166.58,0
Female,0,No,No,2,One year,DSL,No,Yes,Electronic check,0,0,58.73,208.83,0
Female,0,Yes,No,17,Month-to-month,DSL,Yes,Yes,Credit card,1,0,58.05,978.31,0
Female,0,No,No,34,Two year,Fiber optic,Yes,No,Mailed check,0,1,74.07,2371.05,0
Female,0,Yes,No,47,One year,Fiber optic,Yes,No,Electronic check,0,2,58.55,2694.26,0
Male,0,No,No,55,Two year,DSL,No,No,Electronic check,1,1,48.33,2674.97,0
Female,1,Yes,No,32,One year,DSL,No,Yes,Credit card,1,1,57.96,1940.86,0
Female,1,Yes,No,29,Month-to-month,DSL,No,No,Bank transfer,0,0,44.74,1280.2,0
Male,0,No,Yes,20,One year,Fiber optic,No,Yes,Electronic check,2,0,76.33,1592.32,1
Male,0,Yes,No,35,Month-to-month,DSL,No,Yes,Bank transfer,0,0,48.33,1715.25,0
Female,0,No,No,15,Two year,Fiber optic,Yes,Yes,Credit card,3,0,90.24,1328.89,0
Female,1,Yes,No,9,One year,Fiber optic,Yes,No,Mailed check,0,0,76.2,733.02,0
Female,0,Yes,No,28,Two year,DSL,No,No,Mailed check,1,0,66.91,1931.11,0
Female,0,No,No,45,Month-to-month,Fiber optic,No,No,Electronic check,2,1,71.34,3193.06,1
Female,0,Yes,Yes,7,Month-to-month,No,No internet service,No internet service,Electronic check,0,0,27.06,146.25,0
